no,word,meaning,example_sentence,source,known,note,created_at,updated_at
254,promotion,昇進、促進、販売促進,The report mentioned a important promotion in detail.,英検準1級 でる順パス単 CSV,0,,,
255,administration,管理（部）；行政；政府（機関）,The report mentioned an important administration in detail.,英検準1級 でる順パス単 CSV,0,,,
256,complaint,苦情、不平,The article explained the meaning of complaint clearly.,英検準1級 でる順パス単 CSV,0,,,
257,debt,借金，負債；恩義,The article explained the meaning of debt clearly.,英検準1級 でる順パス単 CSV,0,,,
258,requirement,必要条件、必需品,The report mentioned a important requirement in detail.,英検準1級 でる順パス単 CSV,0,,,
259,workforce,労働人口，総労働力；全従業員（数）,The article explained the meaning of workforce clearly.,英検準1級 でる順パス単 CSV,0,,,
260,preference,他より好むこと、好み,The report mentioned a important preference in detail.,英検準1級 でる順パス単 CSV,0,,,
261,refugee,難民、亡命者,The article explained the meaning of refugee clearly.,英検準1級 でる順パス単 CSV,0,,,
262,inhabitant,居住者、住民,The situation became more inhabitant than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
263,subscription,予約購読(料)、寄付(金),The report mentioned a important subscription in detail.,英検準1級 でる順パス単 CSV,0,,,
264,recipient,受け取る人；（臓器などの）被提供者,The situation became more recipient than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
265,shift,を変える，移す；変わる；移動する,The new policy may shift the whole community.,英検準1級 でる順パス単 CSV,0,,,
266,vessel,船舶；容器；（体液が通る）脈管,The article explained the meaning of vessel clearly.,英検準1級 でる順パス単 CSV,0,,,
267,ingredient,材料，成分；（成功の）要因,The situation became more ingredient than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
268,qualified,有能な、資格のある、適任の,The situation became more qualified than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
269,widespread,広範囲にわたる；広く普及した,The article explained the meaning of widespread clearly.,英検準1級 でる順パス単 CSV,0,,,
270,alternative,代替の、どちらか一方の,The situation became more alternative than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
271,harsh,厳しい；（光・色・味などが）不快な,The situation became more harsh than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
272,enormous,莫大な，巨大な,The situation became more enormous than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
273,specific,明確な、特定の,The situation became more specific than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
274,artificial,人工の（⇔natural 自然の）；不自然な,The situation became more artificial than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
275,toxic,有毒な；中毒性の,The situation became more toxic than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
276,flexible,融通の利く，柔軟な,The situation became more flexible than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
277,latest,最新の、最近の,The article explained the meaning of latest clearly.,英検準1級 でる順パス単 CSV,0,,,
278,former,以前の、元の,The report mentioned a important former in detail.,英検準1級 でる順パス単 CSV,0,,,
279,capable,能力がある；有能な,The situation became more capable than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
280,practical,実践的な、実際的な,The situation became more practical than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
281,mechanical,機械の；機械的な,The situation became more mechanical than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
282,federal,連邦（政府）の,The situation became more federal than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
283,aggressive,攻撃的な；意欲的な,The situation became more aggressive than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
284,adequate,十分な；適切な,The situation became more adequate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
285,unexpected,思いがけない，不意の,The situation became more unexpected than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
286,attractive,魅力的な,The situation became more attractive than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
287,sufficient,"十分な（for ～に, to do ～するのに）",The situation became more sufficient than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
288,costly,費用のかかる、高価な、犠牲[損失、労力]の大きな,She responded costly during the meeting.,英検準1級 でる順パス単 CSV,0,,,
289,eventually,ついに(は)、結局(は),She responded eventually during the meeting.,英検準1級 でる順パス単 CSV,0,,,
290,otherwise,そうでなければ、そのほかの点では,The situation became more otherwise than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
291,previously,以前に,She responded previously during the meeting.,英検準1級 でる順パス単 CSV,0,,,
292,relatively,比較的(に)、相対的に,She responded relatively during the meeting.,英検準1級 でる順パス単 CSV,0,,,
293,consequently,その結果(として)、従って,She responded consequently during the meeting.,英検準1級 でる順パス単 CSV,0,,,
294,constantly,絶えず、常に,She responded constantly during the meeting.,英検準1級 でる順パス単 CSV,0,,,
295,typically,通常、概して、典型的に,She responded typically during the meeting.,英検準1級 でる順パス単 CSV,0,,,
296,barely,かろうじて、ほとんど～ない,She responded barely during the meeting.,英検準1級 でる順パス単 CSV,0,,,
297,despite,～にもかかわらず,The report mentioned a important despite in detail.,英検準1級 でる順パス単 CSV,0,,,
298,per,～につき、～ごとに,The report mentioned a important per in detail.,英検準1級 でる順パス単 CSV,0,,,
299,beneath,～の下に[の],The report mentioned a important beneath in detail.,英検準1級 でる順パス単 CSV,0,,,
300,whereas,～するのに（対し），～する一方,The report mentioned a important whereas in detail.,英検準1級 でる順パス単 CSV,0,,,
301,post,(インターネットで)(情報・メッセージ)を投稿する、(ビラなど)を張る,The article explained the meaning of post clearly.,英検準1級 でる順パス単 CSV,0,,,
302,reject,を拒否する,The new policy may reject the whole community.,英検準1級 でる順パス単 CSV,0,,,
303,consult,（に）相談する；を参照する,The new policy may consult the whole community.,英検準1級 でる順パス単 CSV,0,,,
304,obey,に従う；に服従する,The new policy may obey the whole community.,英検準1級 でる順パス単 CSV,0,,,
305,engage,を従事させる；を（～として）雇う（as）；（～に）従事する（in/with）,The report mentioned an important engage in detail.,英検準1級 でる順パス単 CSV,0,,,
306,restore,を回復させる；を修復する,The new policy may restore the whole community.,英検準1級 でる順パス単 CSV,0,,,
307,colonize,を植民地化する、を入植させる,The new policy may colonize the whole community.,英検準1級 でる順パス単 CSV,0,,,
308,interact,影響し合う；相互に作用する,The article explained the meaning of interact clearly.,英検準1級 でる順パス単 CSV,0,,,
309,inspire,（人）を奮起させる；を喚起する,The article explained the meaning of inspire clearly.,英検準1級 でる順パス単 CSV,0,,,
310,sue,を告訴する；（～を求めて）訴訟を起こす（for）,The new policy may sue the whole community.,英検準1級 でる順パス単 CSV,0,,,
311,estimate,～と推定する、を見積もる,The report mentioned an important estimate in detail.,英検準1級 でる順パス単 CSV,0,,,
312,strengthen,を(より)強くする,The new policy may strengthen the whole community.,英検準1級 でる順パス単 CSV,0,,,
313,carve,を彫る；を切り開く；（肉）を切り分ける,The new policy may carve the whole community.,英検準1級 でる順パス単 CSV,0,,,
314,convince,を納得［確信］させる,The new policy may convince the whole community.,英検準1級 でる順パス単 CSV,0,,,
315,propose,を提案する；をもくろむ；結婚を申し込む,The new policy may propose the whole community.,英検準1級 でる順パス単 CSV,0,,,
316,blame,を責める；の責任を負わせる,The new policy may blame the whole community.,英検準1級 でる順パス単 CSV,0,,,
317,collapse,崩壊する；（人が）倒れる；を折り畳む,The new policy may collapse the whole community.,英検準1級 でる順パス単 CSV,0,,,
318,import,を輸入する；を取り込む,The new policy may import the whole community.,英検準1級 でる順パス単 CSV,0,,,
319,load,に積む；に負わせる,The new policy may load the whole community.,英検準1級 でる順パス単 CSV,0,,,
320,pollute,を汚染する,The new policy may pollute the whole community.,英検準1級 でる順パス単 CSV,0,,,
